add-none,1,1,2,179634,89817,0
add-none,1,10,20,172159,8607,0
add-none,1,100,200,170765,853,0
add-none,1,1000,2000,174261,87,0
add-none,1,10000,20000,241944,12,0
add-none,1,100000,200000,1731103,8,0
add-none,1,1000000,2000000,6551772,3,0
add-none,1,1,2,93711,46855,0
add-none,10,1,20,826353,41317,0
add-none,100,1,200,1913688,9568,0
add-none,1000,1,2000,18940377,9470,0
add-none,10,10,200,218182,1090,0
add-none,10,100,2000,253633,126,26
add-none,10,1000,20000,258970,12,1844
add-none,10,10000,200000,1852717,9,2212
add-none,10,100000,2000000,17396895,8,129980
add-none,1,1,2,128882,64441,0
add-none,1,10,20,125275,6263,0
add-none,1,100,200,116062,580,0
add-none,1,1000,2000,123530,61,0
add-none,1,10000,20000,158739,7,0
add-none,1,100000,200000,971800,4,0
add-none,1,1000000,2000000,7560037,3,0
add-none,1,1,2,47417,23708,0
add-none,10,1,20,604125,30206,0
add-none,100,1,200,2527645,12638,0
add-none,1000,1,2000,19086227,9543,0
add-none,10000,1,20000,189206762,9460,1
add-none,10,1,20,234825,11741,0
add-none,10,10,200,202178,1010,0
add-none,10,100,2000,217231,108,1
add-none,10,1000,20000,257391,12,-37
add-none,10,10000,200000,1953014,9,18946
add-none,10,100000,2000000,17221182,8,-105435
add-none,10,1000000,20000000,174768636,8,-140669
add-none,20,1,40,403645,10091,0
add-none,20,10,400,366592,916,0
add-none,20,100,4000,414769,103,-26
add-none,20,1000,40000,507780,12,-103
add-none,20,10000,400000,3644145,9,1977
add-none,20,100000,4000000,35226624,8,68016
add-none,20,1000000,40000000,368807090,9,-2850820
add-none,2,10,40,87301,2182,0
add-none,2,20,80,83109,1038,0
add-none,2,40,160,82284,514,0
add-none,2,80,320,85771,268,0
add-none,2,100,400,71140,177,0
add-none,2,1000,4000,87357,21,0
add-none,2,10000,40000,617029,15,1910
add-none,2,100000,400000,5329510,13,-37598
add-none,4,10,80,201541,2519,0
add-none,4,20,160,92880,580,0
add-none,4,40,320,89170,278,0
add-none,4,80,640,91246,142,6
add-none,4,100,800,91413,114,0
add-none,4,1000,8000,186422,23,67
add-none,4,10000,80000,577536,7,-1857
add-none,4,100000,800000,7137732,8,-8065
add-none,8,10,160,174719,1091,2
add-none,8,20,320,156778,489,0
add-none,8,40,640,150051,234,0
add-none,8,80,1280,148479,115,0
add-none,8,100,1600,237388,148,0
add-none,8,1000,16000,232903,14,-69
add-none,8,10000,160000,1493534,9,15826
add-none,8,100000,1600000,14192321,8,-12817
add-none,12,10,240,277189,1154,-4
add-none,12,20,480,256630,534,0
add-none,12,40,960,319316,332,0
add-none,12,80,1920,226379,117,0
add-none,12,100,2400,255431,106,-4
add-none,12,1000,24000,299496,12,156
add-none,12,10000,240000,2122060,8,-3553
add-none,12,100000,2400000,21354602,8,-39635
add-yield,2,10,40,137195,3429,0
add-yield,2,20,80,91781,1147,5
add-yield,2,40,160,156183,976,36
add-yield,2,80,320,180942,565,49
add-yield,2,100,400,203547,508,47
add-yield,2,1000,4000,923080,230,49
add-yield,2,10000,40000,8982922,224,62
add-yield,2,100000,400000,81114155,202,16
add-yield,4,10,80,114992,1437,0
add-yield,4,20,160,106305,664,14
add-yield,4,40,320,128051,400,45
add-yield,4,80,640,179093,279,74
add-yield,4,100,800,194505,243,70
add-yield,4,1000,8000,1209904,151,69
add-yield,4,10000,80000,11274078,140,76
add-yield,4,100000,800000,112654453,140,-361
add-yield,8,10,160,258874,1617,0
add-yield,8,20,320,255408,798,16
add-yield,8,40,640,318173,497,98
add-yield,8,80,1280,460783,359,51
add-yield,8,100,1600,621697,388,169
add-yield,8,1000,16000,4436772,277,367
add-yield,8,10000,160000,45733203,285,3945
add-yield,8,100000,1600000,310448043,194,-120686
add-yield,12,10,240,293520,1223,0
add-yield,12,20,480,320052,666,54
add-yield,12,40,960,348014,362,202
add-yield,12,80,1920,632630,329,137
add-yield,12,100,2400,825873,344,119
add-yield,12,1000,24000,5623389,234,777
add-yield,12,10000,240000,59281589,247,-4129
add-yield,12,100000,2400000,600224733,250,-19819
add-none,2,10,40,85654,2141,0
add-none,2,20,80,125103,1563,0
add-none,2,40,160,82961,518,0
add-none,2,80,320,79128,247,0
add-none,2,100,400,78776,196,0
