list-id-s,1,10,4,30,48130,1604,765
list-id-s,1,20,4,60,57847,964,1662
list-id-s,1,40,4,120,80300,669,3409
list-id-s,1,80,4,240,177318,738,8066
list-id-s,4,10,4,120,109450,912,1027
list-id-s,4,20,4,240,123266,513,2818
list-id-s,4,40,4,480,167089,348,5184
list-id-s,4,80,4,960,565102,588,24288
list-id-s,8,10,4,240,202851,845,949
list-id-s,8,20,4,480,207191,431,2239
list-id-s,8,40,4,960,422796,440,8368
list-id-s,8,80,4,1920,13114748,6830,1425022
list-id-s,12,10,4,360,277233,770,989
list-id-s,12,20,4,720,265412,368,2159
list-id-s,12,40,4,1440,6998721,4860,75146
list-id-s,12,80,4,2880,14320838,4972,170271
list-id-s,16,10,4,480,393185,819,1341
list-id-s,16,20,4,960,353425,368,2137
list-id-s,16,40,4,1920,12020625,6260,37398
list-id-s,16,80,4,3840,523703376,136381,2672023
list-none-m,1,1000,1,3000,3912228,1304,416713
list-none-m,1,1000,4,3000,1069801,356,103008
list-none-m,1,1000,8,3000,746645,248,66670
list-none-m,1,1000,16,3000,546601,182,41792
list-none-m,4,1000,1,12000,75730894,6310,6634223
list-none-m,4,1000,4,12000,13601392,1133,1407215
list-none-m,4,1000,8,12000,7029783,585,726473
list-none-m,4,1000,16,12000,3589078,299,368923
list-none-m,8,1000,1,24000,279744297,11656,13199314
list-none-m,8,1000,4,24000,53260966,2219,5629803
list-none-m,8,1000,8,24000,22428278,934,2385180
list-none-m,8,1000,16,24000,17093813,712,1888658
list-none-m,12,1000,1,36000,745516105,20708,46234392
list-none-m,12,1000,4,36000,117226543,3256,12467066
list-none-m,12,1000,8,36000,47564713,1321,4645418
list-none-m,12,1000,16,36000,22636985,628,1641677
list-none-s,1,1000,1,3000,3837251,1279,418865
list-none-s,1,1000,4,3000,3327657,1109,355107
list-none-s,1,1000,8,3000,3868294,1289,429617
list-none-s,1,1000,16,3000,3923067,1307,432989
list-none-s,4,1000,1,12000,95984111,7998,10497862
list-none-s,4,1000,4,12000,18823765,1568,951046
list-none-s,4,1000,8,12000,18085783,1507,701250
list-none-s,4,1000,16,12000,6173426,514,680145
list-none-s,8,1000,1,24000,233457562,9727,7190955
list-none-s,8,1000,4,24000,58171744,2423,1946447
list-none-s,8,1000,8,24000,28173752,1173,995815
list-none-s,8,1000,16,24000,23973099,998,963581
list-none-s,12,1000,1,36000,1255994726,34888,38437025
list-none-s,12,1000,4,36000,86291712,2396,2655713
list-none-s,12,1000,8,36000,49444790,1373,1396337
list-none-s,12,1000,16,36000,23605792,655,1207917
